message,post_fb_url,page_name,username,page_id,page_cateogry,topadmin_country,page_description,page_created,page_likes,page_followers,created_date,created_date_edt,created_time,type,total_interaction,nb_likes,nb_comments,nb_shares,nb_love,nb_wow,nb_haha,nb_sad,nb_angry,nb_care,video_share_status,video_owner,video_post_view,video_total_view,video_total_view_crossposts,video_length,,,link,final_link,image_text,link_text,description,Results
"Don't miss the NEPA Sings finals Thursday at the Moonlite Drive-In LLC in West Wyoming. Food, drink vendors, fun, and of course, the broadcast of the show where we'll unveil this year's champion! Tickets just $20 per carload in advance. Proceeds benefit CASA of Luzerne County. #communitysupport #kids #fundraiser",https://www.facebook.com/137461419665679/posts/5134609849950786,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5517.0,5619.0,2022-06-14 11:36:46 EDT,2022-06-14,11:36:46,Link,3,2,1,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/events/727982594896347/,,,NEPA Sings,"The 5th Annual NEPA Sings competition will be held at the Moonlite Drive-In, West Wyoming on June 16th.  Join us for a family friendly festival of food trucks, tasty drinks, live music, followed by the broadcast of 10 of the areas most talented singers vying for prizes and the number one spot.  All proceeds from this event go to CASA of Luzerne County.  Giving a voice to the children in the dependency court system in Luzerne County. Tickets are $20 per car load in advance- $25 day of the show",
One seasoned traveler’s tips and tricks for cruising to Antarctica. #VirtuosoTravel https://tinyurl.com/26njoxe8/:=:https://www.virtuoso.com/travel/articles/eight-things-to-know-before-a-cruise-to-antarctica,https://www.facebook.com/1640972892799591/posts/3581432442086950,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11029.0,11228.0,2022-06-16 18:58:39 EDT,2022-06-16,18:58:39,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/Keys2TheCoast/photos/a.1678756595687887/3581432442086950/?type=3,,,Timeline photos,,
"Live where you wine, dine & explore. Here’s a beautiful home, with all the upgrades and amenities ..in gorgeous #solvangcalifornia We love our Central Coast Wine Country! Live where you play!! #keys2thecoast. Call Era Polly for details! 805.878.2490. ✨GORGEOUS NEW LISTING IN SOLVANG✨ Exceptional SKYTT MESA Plan 5 features a fantastic single story split floor plan with 4 generous size bedrooms, 3.5 baths, approx 2,276 sq ft and 3 car garage situated on a large 10,890 sq ft lot. There is nothing standard about this gorgeous home that offers a great attention to detail with beautiful quality upgrades throughout. Don't take my word for it, see for yourself. Take a video tour by clicking on the photo below or visit the property website at www.1255Sawleaf.com.:=:https://shortener.secureserver.net/error_404 Presented by Era Polly, Broker, Lic # 01153650 (805) 878-2490 www.1255Sawleaf.com:=:https://fusion.realtourvision.com/s/1255-Sawleaf-Dr-Solvang-CA-93445 www.EraPollyRealEstate.com:=:http://www.EraPollyRealEstate.com",https://www.facebook.com/1640972892799591/posts/3076026675960865,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11086.0,11216.0,2020-10-29 15:09:15 EDT,2020-10-29,15:09:15,Photo,1,0,0,0,1,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/Keys2TheCoast/photos/a.1679453458951534/3076026559294210/?type=3,,,,,
Sunday Funday Idea💡Go zip lining. Open tomorrow at 830 am. Get out there and have some fun. #ziplining #zipline #Thrill #fun #sundayfunday #margaritaadventures #california #goodtimes #keys2thecoast￼,https://www.facebook.com/1640972892799591/posts/3062910113939188,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11111.0,11297.0,2020-10-18 00:52:54 EDT,2020-10-18,00:52:54,Native Video,2,1,0,1,0,0,0,0,0,0,share,No,47,0,0,00:00:08,,,https://www.facebook.com/donna.polizzi/videos/10215817428215988/,,,Donna,"Zip lining at Margarita Adventures was a blast!
#MargaritaAdventures #ziplining #santamargarita",
"Read up on new ships, destinations, and experiences on the seas this season. #VirtuosoTravel https://tinyurl.com/26fhrqq9/:=:https://www.virtuoso.com/travel/articles/five-cruises-were-excited-about-this-summer",https://www.facebook.com/1640972892799591/posts/3569356303294564,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11031.0,11230.0,2022-06-02 17:32:58 EDT,2022-06-02,17:32:58,Photo,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/Keys2TheCoast/photos/a.1678756595687887/3569356303294564/?type=3,,,Timeline photos,,
Keys2thecoast celebrates The Lompoc Valley. “What a glorious capture of La Purísima Mission in Lompoc.. We love this place! ✨❤️✨ #LaPurisima #LompocValley #centralcoasting #explorelompoc #keys2thecoast https://keys2thecoast.com/category/lompoc-valley/,https://www.facebook.com/1640972892799591/posts/3060102980886568,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11072.0,11197.0,2020-10-15 11:48:48 EDT,2020-10-15,11:48:48,Photo,23,15,1,4,3,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/Keys2TheCoast/photos/a.1679453458951534/3060102847553248/?type=3,,,,,
Our central coast is full of surprises. Enjoy & respect nature. #pismobeach #groverbeach #clams #k2tc,https://www.facebook.com/1640972892799591/posts/3075429636020569,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11086.0,11216.0,2020-10-29 02:17:12 EDT,2020-10-29,02:17:12,Photo,4,2,0,1,1,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/CentralCoastPix/photos/a.275733106045/10157244728251046/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FCentralCoastPix%2Fphotos%2Fa.275733106045%2F10157244728251046%2F%3Ftype%3D3,,Central Coast Pictures,"🌊☀️🐚GROVER BEACH & PISMO CLAMS🐚☀️🌊 It was a beautiful morning at the beach today! The Pismo Clams are making a big comeback! Yay! If you see them, look and admire but let them be. It takes them 10 years to mature! I posted the sign with the regulations at the end of this post in case you wanted to know details. It was fun walking around and seeing the beach thriving with life. Hope you enjoy the pics. 

#centralcoastpictures #groverbeach #pismobeach #oceano #pismoclam #pismo #clams #wildlife #centralcoast #slocal #california",
"A rare #Halloween full moon 🌕 tonight! Where ever you roam, Keys2thecoast wishes you all a Happy and safe Halloween✨🎃✨ Travel@keys2thecoast.com #winedineexploreandmore #trickortreat Photo credits: #Unsplash",https://www.facebook.com/1640972892799591/posts/3077895765773956,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11086.0,11217.0,2020-10-31 08:29:15 EDT,2020-10-31,08:29:15,Photo,1,0,0,1,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/Keys2TheCoast/photos/a.1679453458951534/3077895625773970/?type=3,,,Photos from Keys 2 The Coast's post,,
Visit our website here: https://keys2thecoast.com/:=:https://www.keys2thecoast.com/,https://www.facebook.com/1640972892799591/posts/3062903787273154,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11111.0,11297.0,2020-10-18 00:45:48 EDT,2020-10-18,00:45:48,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/photo.php?fbid=10220353489934696&set=p.10220353489934696&type=3,,,Donna,Explore with Keys2theCoast. Meet new people and experience new cultures & creatures. For more of my pictures & places to go... follow Keys 2 The Coast,
This weekend in The Santa Ynez Valley...Central Coast Wine Day!! Keys2thecoast celebrates wine harvest 2020!,https://www.facebook.com/1640972892799591/posts/3061082980788568,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11072.0,11197.0,2020-10-16 08:09:24 EDT,2020-10-16,08:09:24,Photo,9,7,0,1,1,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/Keys2TheCoast/photos/a.1678756595687887/3050714851825381/?type=3,,,Keys 2 The Coast,"Mark your calendars for the weekend of October 17 and 18, 2020. #CentralCoastWineDay, both an actual,  and virtual,  event in the beautiful #SantaYnezValley ✨🍷.  #keys2thecoast #visitSYV.   https://fb.me/e/4uLpk7Yiw:=:https://www.facebook.com/events/244220773675376/",
"From Morocco to New Zealand, these leafy hideaways are some of the world’s most beautiful hotel gardens. #VirtuosoTravel https://tinyurl.com/22j64mlk/:=:https://www.virtuoso.com/travel/articles/the-worlds-most-beautiful-hotel-gardens",https://www.facebook.com/1640972892799591/posts/3593891354174392,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11034.0,11234.0,2022-06-30 18:35:24 EDT,2022-06-30,18:35:24,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/Keys2TheCoast/photos/a.1678756595687887/3593891354174392/?type=3,,,Timeline photos,,
Jalama Beach is a hidden gem. https://www.keys2thecoast.com/jalama-beach-lompoc-ca/ #jalamabeach #lompoc #letsgo #donnapolizzi,https://www.facebook.com/1640972892799591/posts/3575632152666979,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11029.0,11229.0,2022-06-10 02:59:29 EDT,2022-06-10,02:59:29,Photo,10,3,0,7,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/Keys2TheCoast/photos/a.1679453458951534/3575631686000359/?type=3,,,,,
"Want to live where you play? Check out this beautiful NEW LISTING In the Santa Ynez Valley, Central California Coast! #keys2thecoast #visitsyv #centralcoastlife. @EraPollyRealEstate “This desirable Plan 5 at #SkyttMesa in Solvang has upgrades galore!! Don’t miss this beauty! Call Era Polly for more information! 805.878.2490. #solvangcalifornia #centralcaliforniahomes #telecommute #santabarbaracountyhomes",https://www.facebook.com/1640972892799591/posts/3067229606840572,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11072.0,11199.0,2020-10-21 23:06:29 EDT,2020-10-21,23:06:29,Link,1,0,0,0,1,0,0,0,0,0,,-,0,0,0,,,,https://fusion.realtourvision.com/626981?fbclid=IwAR20UHGr2frZHEuEUXhZ3lyytuBU6snoE9AHNhD2HkNU5IoGHMAQdAEbfn4,,,1255 Sawleaf ln,,
It’s Thursday... not too soon to think about Sunday Brunch! Check out the best places in San Luis Obispo County for your Sunday Brunch!” #k2tc #winedineandexplore #slocounty #lacosecha #kitchenette #countrytouchcafe https://keys2thecoast.com/best-brunch-san-luis-obispo-paso-robles/,https://www.facebook.com/1640972892799591/posts/3066766306886902,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11071.0,11197.0,2020-10-21 14:34:18 EDT,2020-10-21,14:34:18,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/Keys2TheCoast/photos/a.1678756595687887/3066766246886908/?type=3,,,,,
Looking for dinner plans this weekend? The Santa Maria Inn offer a delicious dinner and amazing drinks. #santamariainn #dinner #k2tc,https://www.facebook.com/1640972892799591/posts/3587502738146587,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11034.0,11233.0,2022-06-23 15:04:11 EDT,2022-06-23,15:04:11,Photo,3,0,0,0,3,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/Keys2TheCoast/photos/a.2016096978620512/3587502691479925/?type=3,,,Photos from Keys 2 The Coast's post,,
What a lovely space in the Santa Ynez Valley!! A #Keys2thecoast recommend!! More Los Olivos here to explore: https://keys2thecoast.com/?s=Los+Olivos+,https://www.facebook.com/1640972892799591/posts/3049757045254495,Keys 2 The Coast,Keys2TheCoast,1640972892799591,MEDIA_NEWS_COMPANY,US,"Keys2theCoast shares the best places to wine, dine and explore on the Central Coast and beyond. In partnership, with Cordially Invited, we can book your honeymoon, large group and plan luxury trips of a lifetime. Life is a Trip- Get out there & have fun!",2015-03-11 00:37:29,11067.0,11193.0,2020-10-05 13:26:48 EDT,2020-10-05,13:26:48,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/GlobalGardens/photos/a.10155220423508864/10158615898298864/?type=3,,,Global Gardens,"Now in! Our famous organically grown, local Primo in the bottle & excited to collaborate with @krystalann this year. “Wise Life” comes out of chance meetings, intuition, positive living and kindred spirits. When we met, from one Greek American woman to another we knew we wanted to work together and this is our wise result! We hope you will enjoy this gorgeous 500ml bottle. (Use “Krystalan” promo code for free shipping on your entire order from our website and know there are only 500 bottles of this liquid gold elixir!) #friendsandfamily #intuitive #intuitiveeating #trustyourintuition #followyourintuition #bethechangeyouwanttosee #newfriendsoldfriends #prettyinsideandout #evoo #extravirginoliveoil #organicfood #oliveoilsommelier #goodforyou #mediterraneandiet #greekfoodie #foodiefeature #loveoliveoil #makinggoodchoices #goodforyou #liquidgold #polyphenols #antioxidants #bestoliveoil #wiselife #wisdomispower #wisdomoftheday #cookingathome #greekwomen #newfriendships #trustyourintuition #cookinghealthy",
